"regionname,""date"",""cases"""
Vermont,2020-11-10,96
Washington,2020-11-10,2438
Wisconsin,2020-11-10,6015
Wyoming,2020-11-10,1027
Alaska,2020-11-11,572
Alabama,2020-11-11,1846
Arkansas,2020-11-11,1981
Arizona,2020-11-11,2962
California,2020-11-11,11038
Colorado,2020-11-11,4625
Connecticut,2020-11-11,1641
District of Columbia,2020-11-11,55
Delaware,2020-11-11,193
Florida,2020-11-11,2726
Georgia,2020-11-11,2025
Guam,2020-11-11,55
Hawaii,2020-11-11,4
Iowa,2020-11-11,3449
Idaho,2020-11-11,1656
Illinois,2020-11-11,10686
Indiana,2020-11-11,6665
Kansas,2020-11-11,3166
Kentucky,2020-11-11,2246
Louisiana,2020-11-11,2008
Massachusetts,2020-11-11,2819
Maryland,2020-11-11,1951
Maine,2020-11-11,219
Michigan,2020-11-11,3475
Minnesota,2020-11-11,7514
Missouri,2020-11-11,5751
Mississippi,2020-11-11,98
Montana,2020-11-11,982
North Carolina,2020-11-11,6607
North Dakota,2020-11-11,1410
Nebraska,2020-11-11,1411
New Hampshire,2020-11-11,148
New Jersey,2020-11-11,4747
New Mexico,2020-11-11,1880
Nevada,2020-11-11,1747
New York,2020-11-11,6214
Ohio,2020-11-11,6171
Oklahoma,2020-11-11,2795
Oregon,2020-11-11,1211
Pennsylvania,2020-11-11,6484
PR,2020-11-11,204
Rhode Island,2020-11-11,1
South Carolina,2020-11-11,1475
South Dakota,2020-11-11,530
Tennessee,2020-11-11,4479
Texas,2020-11-11,4349
Utah,2020-11-11,3548
Virginia,2020-11-11,2012
Vermont,2020-11-11,91
Washington,2020-11-11,2427
Wisconsin,2020-11-11,5477
West Virginia,2020-11-11,1
Wyoming,2020-11-11,891
Alaska,2020-11-12,845
Alabama,2020-11-12,2781
Arkansas,2020-11-12,1812
Arizona,2020-11-12,2903
California,2020-11-12,12020
Colorado,2020-11-12,6317
Connecticut,2020-11-12,1193
District of Columbia,2020-11-12,35
Delaware,2020-11-12,455
Florida,2020-11-12,2568
Georgia,2020-11-12,2635
Guam,2020-11-12,43
Hawaii,2020-11-12,626
Iowa,2020-11-12,3163
Idaho,2020-11-12,1749
Illinois,2020-11-12,8743
Indiana,2020-11-12,8053
Kansas,2020-11-12,3231
Kentucky,2020-11-12,2200
Louisiana,2020-11-12,1996
Massachusetts,2020-11-12,3059
Maryland,2020-11-12,2097
Maine,2020-11-12,246
Michigan,2020-11-12,3601
Minnesota,2020-11-12,7195
Missouri,2020-11-12,5404
Mississippi,2020-11-12,20
Montana,2020-11-12,1226
North Carolina,2020-11-12,6491
North Dakota,2020-11-12,1261
Nebraska,2020-11-12,1235
New Hampshire,2020-11-12,123
New Jersey,2020-11-12,4038
New Mexico,2020-11-12,1616
Nevada,2020-11-12,1678
New York,2020-11-12,5907
Ohio,2020-11-12,5749
Oklahoma,2020-11-12,3422
Oregon,2020-11-12,984
Pennsylvania,2020-11-12,6606
PR,2020-11-12,225
Rhode Island,2020-11-12,759
South Carolina,2020-11-12,1097
South Dakota,2020-11-12,463
Tennessee,2020-11-12,5675
Texas,2020-11-12,3834
Utah,2020-11-12,3443
Virginia,2020-11-12,1784
Vermont,2020-11-12,104
Washington,2020-11-12,2681
Wisconsin,2020-11-12,5463
Wyoming,2020-11-12,814
Alaska,2020-11-13,827
Alabama,2020-11-13,2285
Arkansas,2020-11-13,1877
Arizona,2020-11-13,2929
California,2020-11-13,12950
Colorado,2020-11-13,5353
Connecticut,2020-11-13,2640
District of Columbia,2020-11-13,54
Delaware,2020-11-13,352
Florida,2020-11-13,2854
Georgia,2020-11-13,2780
Guam,2020-11-13,49
Hawaii,2020-11-13,2
Iowa,2020-11-13,3901
Idaho,2020-11-13,1768
Illinois,2020-11-13,10217
Indiana,2020-11-13,6796
Kansas,2020-11-13,2839
Kentucky,2020-11-13,2074
Louisiana,2020-11-13,1987
Massachusetts,2020-11-13,2670
Maryland,2020-11-13,1966
Maine,2020-11-13,261
Michigan,2020-11-13,3962
Minnesota,2020-11-13,7500
Missouri,2020-11-13,5168
Mississippi,2020-11-13,32
Montana,2020-11-13,1346
North Carolina,2020-11-13,6890
North Dakota,2020-11-13,1377
Nebraska,2020-11-13,1309
New Hampshire,2020-11-13,185
New Jersey,2020-11-13,4813
New Mexico,2020-11-13,1661
Nevada,2020-11-13,1800
New York,2020-11-13,6019
Ohio,2020-11-13,5950
Oklahoma,2020-11-13,3088
Oregon,2020-11-13,1066
Pennsylvania,2020-11-13,6561
PR,2020-11-13,278
Rhode Island,2020-11-13,989
South Carolina,2020-11-13,1049
South Dakota,2020-11-13,483
Tennessee,2020-11-13,4957
Texas,2020-11-13,4363
Utah,2020-11-13,3532
Virginia,2020-11-13,2090
Vermont,2020-11-13,120
Washington,2020-11-13,2667
Wisconsin,2020-11-13,5388
West Virginia,2020-11-13,1
Wyoming,2020-11-13,824
Alaska,2020-11-14,378
Alabama,2020-11-14,1776
Arkansas,2020-11-14,1239
Arizona,2020-11-14,2988
California,2020-11-14,10311
Colorado,2020-11-14,4275
Connecticut,2020-11-14,1057
District of Columbia,2020-11-14,24
Delaware,2020-11-14,413
Florida,2020-11-14,2502
Georgia,2020-11-14,2339
Guam,2020-11-14,140
Hawaii,2020-11-14,6
Iowa,2020-11-14,3491
Idaho,2020-11-14,1126
Illinois,2020-11-14,9869
Indiana,2020-11-14,3601
Kansas,2020-11-14,1867
Kentucky,2020-11-14,1673
Louisiana,2020-11-14,1534
Massachusetts,2020-11-14,1921
Maryland,2020-11-14,1475
Maine,2020-11-14,191
Michigan,2020-11-14,2942
Minnesota,2020-11-14,5242
Missouri,2020-11-14,3209
Mississippi,2020-11-14,10
Montana,2020-11-14,1200
North Carolina,2020-11-14,4903
North Dakota,2020-11-14,1117
Nebraska,2020-11-14,1126
New Hampshire,2020-11-14,96
New Jersey,2020-11-14,2453
New Mexico,2020-11-14,1367
Nevada,2020-11-14,1472
New York,2020-11-14,4055
Ohio,2020-11-14,4612
Oklahoma,2020-11-14,2812
Oregon,2020-11-14,1379
Pennsylvania,2020-11-14,4180
PR,2020-11-14,99
South Carolina,2020-11-14,1605
South Dakota,2020-11-14,454
Tennessee,2020-11-14,3122
Texas,2020-11-14,3675
Utah,2020-11-14,2469
Virginia,2020-11-14,1772
Vermont,2020-11-14,79
Washington,2020-11-14,2227
Wisconsin,2020-11-14,4119
Wyoming,2020-11-14,652
Alaska,2020-11-15,474
Alabama,2020-11-15,1507
Arkansas,2020-11-15,1114
Arizona,2020-11-15,2690
California,2020-11-15,9570
Colorado,2020-11-15,3627
Connecticut,2020-11-15,1709
District of Columbia,2020-11-15,47
Delaware,2020-11-15,388
Florida,2020-11-15,2489
Georgia,2020-11-15,1778
Guam,2020-11-15,25
Hawaii,2020-11-15,2
Iowa,2020-11-15,2387
Idaho,2020-11-15,1098
Illinois,2020-11-15,11120
Indiana,2020-11-15,2368
Kansas,2020-11-15,2016
Kentucky,2020-11-15,1599
Louisiana,2020-11-15,1436
Massachusetts,2020-11-15,1599
Maryland,2020-11-15,1461
Maine,2020-11-15,184
Michigan,2020-11-15,2655
Minnesota,2020-11-15,4777
Missouri,2020-11-15,3014
Mississippi,2020-11-15,6
Montana,2020-11-15,740
North Carolina,2020-11-15,4497
North Dakota,2020-11-15,1120
Nebraska,2020-11-15,1116
New Hampshire,2020-11-15,138
New Jersey,2020-11-15,5826
New Mexico,2020-11-15,1601
Nevada,2020-11-15,1402
New York,2020-11-15,3720
Ohio,2020-11-15,4625
Oklahoma,2020-11-15,2627
Oregon,2020-11-15,1322
Pennsylvania,2020-11-15,3847
PR,2020-11-15,54
South Carolina,2020-11-15,1973
South Dakota,2020-11-15,424
Tennessee,2020-11-15,3058
Texas,2020-11-15,3837
Utah,2020-11-15,2124
Virginia,2020-11-15,1931
Vermont,2020-11-15,71
Washington,2020-11-15,1736
Wisconsin,2020-11-15,3933
Wyoming,2020-11-15,507
Alaska,2020-11-16,1354
Alabama,2020-11-16,1739
Arkansas,2020-11-16,2504
Arizona,2020-11-16,3248
California,2020-11-16,18292
Colorado,2020-11-16,4616
Connecticut,2020-11-16,1939
District of Columbia,2020-11-16,79
Delaware,2020-11-16,341
Florida,2020-11-16,3447
Georgia,2020-11-16,1929
Guam,2020-11-16,59
Hawaii,2020-11-16,4
Iowa,2020-11-16,2659
Idaho,2020-11-16,2164
Illinois,2020-11-16,8762
Indiana,2020-11-16,9191
Kansas,2020-11-16,3771
Kentucky,2020-11-16,2848
Louisiana,2020-11-16,2558
Massachusetts,2020-11-16,3547
Maryland,2020-11-16,2444
Maine,2020-11-16,264
Michigan,2020-11-16,4131
Minnesota,2020-11-16,8312
Missouri,2020-11-16,6732
Mississippi,2020-11-16,21
Montana,2020-11-16,1374
North Carolina,2020-11-16,8738
North Dakota,2020-11-16,1229
Nebraska,2020-11-16,1605
New Hampshire,2020-11-16,174
New Jersey,2020-11-16,4981
New Mexico,2020-11-16,1906
Nevada,2020-11-16,2179
New York,2020-11-16,7175
Ohio,2020-11-16,6762
Oklahoma,2020-11-16,3007
Oregon,2020-11-16,1641
Pennsylvania,2020-11-16,8721
PR,2020-11-16,436
Rhode Island,2020-11-16,913
South Carolina,2020-11-16,2448
South Dakota,2020-11-16,479
Tennessee,2020-11-16,7133
Texas,2020-11-16,4937
Utah,2020-11-16,4092
Virginia,2020-11-16,2284
Vermont,2020-11-16,113
Washington,2020-11-16,3214
Wisconsin,2020-11-16,6081
West Virginia,2020-11-16,1
Wyoming,2020-11-16,981
Alaska,2020-11-17,787
Alabama,2020-11-17,2562
Arkansas,2020-11-17,2139
Arizona,2020-11-17,3878
California,2020-11-17,17805
Colorado,2020-11-17,4864
Connecticut,2020-11-17,1748
District of Columbia,2020-11-17,59
Delaware,2020-11-17,195
Florida,2020-11-17,3180
Georgia,2020-11-17,4211
Guam,2020-11-17,58
Hawaii,2020-11-17,3
Iowa,2020-11-17,2446
Idaho,2020-11-17,1867
Illinois,2020-11-17,8425
Indiana,2020-11-17,8020
Kansas,2020-11-17,3465
Kentucky,2020-11-17,2335
Louisiana,2020-11-17,2337
Massachusetts,2020-11-17,3183
Maryland,2020-11-17,2487
Maine,2020-11-17,262
Michigan,2020-11-17,4380
Minnesota,2020-11-17,7558
Missouri,2020-11-17,5570
Mississippi,2020-11-17,10
Montana,2020-11-17,990
North Carolina,2020-11-17,7790
North Dakota,2020-11-17,1333
Nebraska,2020-11-17,1312
New Hampshire,2020-11-17,1117
New Jersey,2020-11-17,5515
New Mexico,2020-11-17,2360
Nevada,2020-11-17,2107
New York,2020-11-17,6843
Ohio,2020-11-17,43257
Oklahoma,2020-11-17,2953
Oregon,2020-11-17,1455
Pennsylvania,2020-11-17,8067
PR,2020-11-17,380
Rhode Island,2020-11-17,1016
South Carolina,2020-11-17,1172
South Dakota,2020-11-17,414
Tennessee,2020-11-17,5599
Texas,2020-11-17,4124
Utah,2020-11-17,3356
Virginia,2020-11-17,2222
Vermont,2020-11-17,98
Washington,2020-11-17,2958
Wisconsin,2020-11-17,5439
Wyoming,2020-11-17,895
Alaska,2020-11-18,750
Alabama,2020-11-18,2283
Arkansas,2020-11-18,2183
Arizona,2020-11-18,4042
California,2020-11-18,18018
Colorado,2020-11-18,5546
Connecticut,2020-11-18,2025
District of Columbia,2020-11-18,49
Delaware,2020-11-18,352
Florida,2020-11-18,3330
Georgia,2020-11-18,2663
Guam,2020-11-18,71
Hawaii,2020-11-18,11
Iowa,2020-11-18,3189
Idaho,2020-11-18,1766
Illinois,2020-11-18,8190
Indiana,2020-11-18,7104
Kansas,2020-11-18,3065
Kentucky,2020-11-18,2418
Louisiana,2020-11-18,2190
Massachusetts,2020-11-18,3071
Maryland,2020-11-18,2430
Maine,2020-11-18,276
Michigan,2020-11-18,4276
Minnesota,2020-11-18,7289
Missouri,2020-11-18,5137
Mississippi,2020-11-18,17
Montana,2020-11-18,1098
North Carolina,2020-11-18,7259
North Dakota,2020-11-18,1147
Nebraska,2020-11-18,1236
New Hampshire,2020-11-18,228
New Jersey,2020-11-18,4641
New Mexico,2020-11-18,2889
Nevada,2020-11-18,2111
New York,2020-11-18,6770
Ohio,2020-11-18,6247
Oklahoma,2020-11-18,3237
Oregon,2020-11-18,1641
Pennsylvania,2020-11-18,7938
PR,2020-11-18,442
Rhode Island,2020-11-18,1127
South Carolina,2020-11-18,1639
South Dakota,2020-11-18,397
Tennessee,2020-11-18,4998
Texas,2020-11-18,4320
Utah,2020-11-18,3246
Virginia,2020-11-18,2203
Vermont,2020-11-18,96
Washington,2020-11-18,3146
Wisconsin,2020-11-18,5342
West Virginia,2020-11-18,1
Wyoming,2020-11-18,774
Alaska,2020-11-19,654
Alabama,2020-11-19,2555
Arkansas,2020-11-19,2042
Arizona,2020-11-19,4543
California,2020-11-19,17462
Colorado,2020-11-19,5397
Connecticut,2020-11-19,1945
District of Columbia,2020-11-19,54
Delaware,2020-11-19,641
Florida,2020-11-19,2828
Georgia,2020-11-19,2943
Guam,2020-11-19,28
Hawaii,2020-11-19,6
Iowa,2020-11-19,2878
Idaho,2020-11-19,1645
Illinois,2020-11-19,7224
Indiana,2020-11-19,7239
Kansas,2020-11-19,2889
Kentucky,2020-11-19,2277
Louisiana,2020-11-19,2108
Massachusetts,2020-11-19,2975
Maryland,2020-11-19,2301
Maine,2020-11-19,239
Michigan,2020-11-19,4068
Minnesota,2020-11-19,6562
Missouri,2020-11-19,5023
Mississippi,2020-11-19,14
Montana,2020-11-19,1278
North Carolina,2020-11-19,6718
North Dakota,2020-11-19,968
Nebraska,2020-11-19,1128
New Hampshire,2020-11-19,135
New Jersey,2020-11-19,4742
New Mexico,2020-11-19,2725
Nevada,2020-11-19,2217
New York,2020-11-19,6789
Ohio,2020-11-19,5677
Oklahoma,2020-11-19,3426
Oregon,2020-11-19,1128
Pennsylvania,2020-11-19,7612
PR,2020-11-19,291
Rhode Island,2020-11-19,865
South Carolina,2020-11-19,1431
South Dakota,2020-11-19,347
Tennessee,2020-11-19,4122
Texas,2020-11-19,3769
Utah,2020-11-19,2990
Virginia,2020-11-19,2301
Vermont,2020-11-19,67
Washington,2020-11-19,2799
Wisconsin,2020-11-19,5577
Wyoming,2020-11-19,723
Alaska,2020-11-20,629
Alabama,2020-11-20,2404
Arkansas,2020-11-20,1833
Arizona,2020-11-20,4231
California,2020-11-20,18244
Colorado,2020-11-20,5811
Connecticut,2020-11-20,1846
District of Columbia,2020-11-20,62
Delaware,2020-11-20,503
Florida,2020-11-20,3235
Georgia,2020-11-20,2969
Guam,2020-11-20,30
Hawaii,2020-11-20,7
Iowa,2020-11-20,2767
Idaho,2020-11-20,1665
Illinois,2020-11-20,9354
Indiana,2020-11-20,6672
Kansas,2020-11-20,2801
Kentucky,2020-11-20,2333
Louisiana,2020-11-20,2136
Massachusetts,2020-11-20,2929
Maryland,2020-11-20,2228
Maine,2020-11-20,251
Michigan,2020-11-20,3574
Minnesota,2020-11-20,6610
Missouri,2020-11-20,4733
Mississippi,2020-11-20,15
Montana,2020-11-20,953
North Carolina,2020-11-20,7069
North Dakota,2020-11-20,1029
Nebraska,2020-11-20,1143
New Hampshire,2020-11-20,177
New Jersey,2020-11-20,5547
New Mexico,2020-11-20,2661
Nevada,2020-11-20,2063
New York,2020-11-20,7006
Ohio,2020-11-20,6046
Oklahoma,2020-11-20,3233
Oregon,2020-11-20,1290
Pennsylvania,2020-11-20,7520
PR,2020-11-20,226
Rhode Island,2020-11-20,971
South Carolina,2020-11-20,1650
South Dakota,2020-11-20,355
Tennessee,2020-11-20,5595
Texas,2020-11-20,4290
Utah,2020-11-20,3017
Virginia,2020-11-20,2242
Vermont,2020-11-20,88
Washington,2020-11-20,3069
Wisconsin,2020-11-20,5738
Wyoming,2020-11-20,698
Alaska,2020-11-21,370
Alabama,2020-11-21,1696
Arkansas,2020-11-21,1294
Arizona,2020-11-21,4595
California,2020-11-21,13006
Colorado,2020-11-21,4185
Connecticut,2020-11-21,1266
District of Columbia,2020-11-21,43
Delaware,2020-11-21,475
Florida,2020-11-21,2756
Georgia,2020-11-21,5548
Guam,2020-11-21,62
Hawaii,2020-11-21,7
Iowa,2020-11-21,2175
Idaho,2020-11-21,959
Illinois,2020-11-21,8646
Indiana,2020-11-21,3540
Kansas,2020-11-21,1710
Kentucky,2020-11-21,1706
Louisiana,2020-11-21,1542
Massachusetts,2020-11-21,1930
Maryland,2020-11-21,1498
Maine,2020-11-21,236
Michigan,2020-11-21,2636
Minnesota,2020-11-21,4360
Missouri,2020-11-21,2963
Mississippi,2020-11-21,6
Montana,2020-11-21,1047
North Carolina,2020-11-21,4926
North Dakota,2020-11-21,867
Nebraska,2020-11-21,989
New Hampshire,2020-11-21,148
New Jersey,2020-11-21,2422
New Mexico,2020-11-21,2104
Nevada,2020-11-21,1653
New York,2020-11-21,4699
Ohio,2020-11-21,4517
Oklahoma,2020-11-21,3265
Oregon,2020-11-21,1566
Pennsylvania,2020-11-21,4500
PR,2020-11-21,112
Rhode Island,2020-11-21,1
South Carolina,2020-11-21,1582
South Dakota,2020-11-21,353
Tennessee,2020-11-21,3054
Texas,2020-11-21,3575
Utah,2020-11-21,2108
Virginia,2020-11-21,2129
Vermont,2020-11-21,54
Washington,2020-11-21,2125
Wisconsin,2020-11-21,3191
Wyoming,2020-11-21,461
Alaska,2020-11-22,288
Alabama,2020-11-22,1536
Arkansas,2020-11-22,1197
Arizona,2020-11-22,3064
California,2020-11-22,10800
Colorado,2020-11-22,4033
Connecticut,2020-11-22,1467
District of Columbia,2020-11-22,30
Delaware,2020-11-22,364
Florida,2020-11-22,2621
Georgia,2020-11-22,2134
Guam,2020-11-22,25
Hawaii,2020-11-22,4
Iowa,2020-11-22,1725
Idaho,2020-11-22,859
Illinois,2020-11-22,9875
Indiana,2020-11-22,2435
Kansas,2020-11-22,1582
Kentucky,2020-11-22,1636
Louisiana,2020-11-22,1292
Massachusetts,2020-11-22,1531
Maryland,2020-11-22,1501
Maine,2020-11-22,198
Michigan,2020-11-22,2182
Minnesota,2020-11-22,3927
Missouri,2020-11-22,2620
Mississippi,2020-11-22,4
Montana,2020-11-22,696
North Carolina,2020-11-22,4665
North Dakota,2020-11-22,674
Nebraska,2020-11-22,897
New Hampshire,2020-11-22,116
New Jersey,2020-11-22,4921
New Mexico,2020-11-22,2112
Nevada,2020-11-22,1504
New York,2020-11-22,4577
Ohio,2020-11-22,4226
Oklahoma,2020-11-22,3193
Oregon,2020-11-22,1272
Pennsylvania,2020-11-22,4305
PR,2020-11-22,84
South Carolina,2020-11-22,1004
South Dakota,2020-11-22,325
Tennessee,2020-11-22,2889
Texas,2020-11-22,3410
Utah,2020-11-22,1726
Virginia,2020-11-22,2548
Vermont,2020-11-22,56
Washington,2020-11-22,1871
Wisconsin,2020-11-22,2952
Wyoming,2020-11-22,390
Alaska,2020-11-23,851
Alabama,2020-11-23,2655
Arkansas,2020-11-23,2449
Arizona,2020-11-23,4123
California,2020-11-23,21987
Colorado,2020-11-23,4155
Connecticut,2020-11-23,135
District of Columbia,2020-11-23,44
Delaware,2020-11-23,440
Florida,2020-11-23,3535
Georgia,2020-11-23,2472
Guam,2020-11-23,35
Hawaii,2020-11-23,6
Iowa,2020-11-23,2020
Idaho,2020-11-23,2211
Illinois,2020-11-23,9868
Indiana,2020-11-23,8838
Kansas,2020-11-23,3469
Kentucky,2020-11-23,3149
Louisiana,2020-11-23,2721
Massachusetts,2020-11-23,3699
Maryland,2020-11-23,2379
Maine,2020-11-23,292
Michigan,2020-11-23,3832
Minnesota,2020-11-23,7255
Missouri,2020-11-23,5946
Mississippi,2020-11-23,24
Montana,2020-11-23,1191
North Carolina,2020-11-23,9778
North Dakota,2020-11-23,834
Nebraska,2020-11-23,1122
New Hampshire,2020-11-23,157
New Jersey,2020-11-23,5286
New Mexico,2020-11-23,2174
Nevada,2020-11-23,2471
New York,2020-11-23,8298
Ohio,2020-11-23,7397
Oklahoma,2020-11-23,3029
Oregon,2020-11-23,1494
Pennsylvania,2020-11-23,10492
PR,2020-11-23,247
Rhode Island,2020-11-23,1148
South Carolina,2020-11-23,1614
South Dakota,2020-11-23,384
Tennessee,2020-11-23,7761
Texas,2020-11-23,4220
Utah,2020-11-23,3481
Virginia,2020-11-23,2733
Vermont,2020-11-23,81
Washington,2020-11-23,3358
Wisconsin,2020-11-23,5888
West Virginia,2020-11-23,1
Wyoming,2020-11-23,750
Alaska,2020-11-24,603
Alabama,2020-11-24,2335
Arkansas,2020-11-24,1928
Arizona,2020-11-24,4733
California,2020-11-24,21500
Colorado,2020-11-24,4504
Connecticut,2020-11-24,1620
District of Columbia,2020-11-24,18
Delaware,2020-11-24,321
Florida,2020-11-24,3344
Georgia,2020-11-24,3399
Guam,2020-11-24,36
Hawaii,2020-11-24,7
Iowa,2020-11-24,1695
Idaho,2020-11-24,1729
Illinois,2020-11-24,10055
Indiana,2020-11-24,7866
Kansas,2020-11-24,2935
Kentucky,2020-11-24,2480
Louisiana,2020-11-24,2314
Massachusetts,2020-11-24,3890
Maryland,2020-11-24,2456
Maine,2020-11-24,263
Michigan,2020-11-24,4094
Minnesota,2020-11-24,6630
Missouri,2020-11-24,4807
Mississippi,2020-11-24,12
Montana,2020-11-24,1081
North Carolina,2020-11-24,8153
North Dakota,2020-11-24,789
Nebraska,2020-11-24,956
New Hampshire,2020-11-24,1538
New Jersey,2020-11-24,5054
New Mexico,2020-11-24,1925
Nevada,2020-11-24,2286
New York,2020-11-24,7949
Ohio,2020-11-24,23660
Oklahoma,2020-11-24,3173
Oregon,2020-11-24,1004
Pennsylvania,2020-11-24,9750
PR,2020-11-24,182
Rhode Island,2020-11-24,877
South Carolina,2020-11-24,2412
South Dakota,2020-11-24,334
Tennessee,2020-11-24,5630
Texas,2020-11-24,3549
Utah,2020-11-24,2784
Virginia,2020-11-24,2657
Vermont,2020-11-24,66
Washington,2020-11-24,2845
Wisconsin,2020-11-24,5564
West Virginia,2020-11-24,1
Wyoming,2020-11-24,590
Alaska,2020-11-25,849
Alabama,2020-11-25,2773
Arkansas,2020-11-25,1825
Arizona,2020-11-25,5091
California,2020-11-25,21841
Colorado,2020-11-25,5975
Connecticut,2020-11-25,1362
District of Columbia,2020-11-25,169
Delaware,2020-11-25,582
Florida,2020-11-25,3516
Georgia,2020-11-25,2375
Guam,2020-11-25,33
Hawaii,2020-11-25,7
Iowa,2020-11-25,2139
Idaho,2020-11-25,1449
Illinois,2020-11-25,8289
Indiana,2020-11-25,6869
Kansas,2020-11-25,2518
Kentucky,2020-11-25,2386
Louisiana,2020-11-25,2252
Massachusetts,2020-11-25,3259
Maryland,2020-11-25,2678
Maine,2020-11-25,288
Michigan,2020-11-25,3968
Minnesota,2020-11-25,5902
Missouri,2020-11-25,4449
Mississippi,2020-11-25,8
Montana,2020-11-25,1284
North Carolina,2020-11-25,8374
North Dakota,2020-11-25,736
Nebraska,2020-11-25,1102
New Hampshire,2020-11-25,194
New Jersey,2020-11-25,5391
New Mexico,2020-11-25,2117
Nevada,2020-11-25,2286
New York,2020-11-25,7941
Ohio,2020-11-25,6516
Oklahoma,2020-11-25,3545
Oregon,2020-11-25,1279
Pennsylvania,2020-11-25,9058
PR,2020-11-25,154
Rhode Island,2020-11-25,1013
South Carolina,2020-11-25,1698
South Dakota,2020-11-25,308
Tennessee,2020-11-25,5600
Texas,2020-11-25,3967
Utah,2020-11-25,2774
Virginia,2020-11-25,2700
Vermont,2020-11-25,87
Washington,2020-11-25,2845
Wisconsin,2020-11-25,4934
Wyoming,2020-11-25,533
Alaska,2020-11-26,127
Alabama,2020-11-26,1088
Arkansas,2020-11-26,1013
Arizona,2020-11-26,3853
California,2020-11-26,9606
Colorado,2020-11-26,4479
Connecticut,2020-11-26,2605
District of Columbia,2020-11-26,96
Delaware,2020-11-26,558
Florida,2020-11-26,2800
Georgia,2020-11-26,2541
Guam,2020-11-26,12
Hawaii,2020-11-26,6
Iowa,2020-11-26,1523
Idaho,2020-11-26,701
Illinois,2020-11-26,6999
Indiana,2020-11-26,1040
Kansas,2020-11-26,1275
Kentucky,2020-11-26,1303
Louisiana,2020-11-26,1010
Massachusetts,2020-11-26,909
Maryland,2020-11-26,1410
Maine,2020-11-26,144
Michigan,2020-11-26,2105
Minnesota,2020-11-26,2613
Missouri,2020-11-26,1868
Mississippi,2020-11-26,4
Montana,2020-11-26,666
North Carolina,2020-11-26,4271
North Dakota,2020-11-26,576
Nebraska,2020-11-26,886
New Hampshire,2020-11-26,122
New Jersey,2020-11-26,3682
New Mexico,2020-11-26,1592
Nevada,2020-11-26,1188
New York,2020-11-26,3642
Ohio,2020-11-26,3790
Oklahoma,2020-11-26,2749
Oregon,2020-11-26,987
Pennsylvania,2020-11-26,2285
PR,2020-11-26,45
South Carolina,2020-11-26,1802
South Dakota,2020-11-26,275
Tennessee,2020-11-26,1329
Texas,2020-11-26,3302
Utah,2020-11-26,1477
Virginia,2020-11-26,2196
Vermont,2020-11-26,58
Washington,2020-11-26,1377
Wisconsin,2020-11-26,2184
Wyoming,2020-11-26,323
Alaska,2020-11-27,441
Alabama,2020-11-27,2253
Arkansas,2020-11-27,1661
Arizona,2020-11-27,4715
California,2020-11-27,19109
Colorado,2020-11-27,4526
Connecticut,2020-11-27,1051
District of Columbia,2020-11-27,20
Delaware,2020-11-27,493
Florida,2020-11-27,3542
Georgia,2020-11-27,1196
Guam,2020-11-27,18
Hawaii,2020-11-27,7
Iowa,2020-11-27,1302
Idaho,2020-11-27,1349
Illinois,2020-11-27,8078
Indiana,2020-11-27,5587
Kansas,2020-11-27,1978
Kentucky,2020-11-27,2081
Louisiana,2020-11-27,2105
Massachusetts,2020-11-27,3522
Maryland,2020-11-27,2062
Maine,2020-11-27,186
Michigan,2020-11-27,3371
Minnesota,2020-11-27,5093
Missouri,2020-11-27,3917
Mississippi,2020-11-27,5
Montana,2020-11-27,862
North Carolina,2020-11-27,7904
North Dakota,2020-11-27,582
Nebraska,2020-11-27,1034
New Hampshire,2020-11-27,205
New Jersey,2020-11-27,5309
